dataset_name,overall_accuracy,dataset_num_items,dataset_total_chars,approximate_duplicates,avg_activation_sparsity,avg_grad_norm,avg_grad_sparsity,avg_input_length,avg_output_length,avg_param_change,base_model_perplexity,base_perplexity_std,catastrophic_forgetting,embedding_outlier_ratio,gradient_consistency,initial_loss,input_length_std,input_ttr,io_length_ratio,io_similarity,landscape_flatness,loss_decay_rate,loss_stability,output_length_std,output_ngram_repetition,output_ttr,reference_perplexity,reference_perplexity_std,semantic_consistency,semantic_diversity,special_char_ratio,vocab_complexity,learning_rate,batch_size
sample137,0.381765565,2574,2793941.262,0.521140413,0.548400086,0.099115599,0.542394483,61.26455728,62.33457904,6.946316068,22.16997348,3.448969849,0.543312063,0.451428603,0.37881919,3.725539502,105.4178462,0.938036101,1.251829106,0,0.524711492,0.925435363,0.41043862,88.45518339,0.525768404,0.874353085,26.97997041,4.986836483,7.51E-08,1.011094529,0.222488418,0.216764446,0.0002,16
sample138,0.450807058,1644,2566286.977,0.383871704,0.642236676,0.09877638,0.356850526,53.65557723,66.2555288,6.761678049,23.67858606,2.299414012,0.532893469,0.461270166,0.492916755,3.809829895,126.238146,0.930226212,1.276445078,0.106806435,0.598293936,0.736847492,0.563573003,82.391842,0.269896324,0.86801387,25.3221678,2.987696931,8.97E-08,1.000380651,0.200848569,0.233022906,0.0002,8
sample139,0.2601,5466,2956721.397,0.732610809,0.674289065,0.099354113,0.632369404,55.35723155,61.17273129,6.575112969,35.37764808,5.709038356,0.542219489,0.660851362,0.156758747,5.103257427,113.3557646,0.939454089,0.977837989,0,0.486672196,0.95,0.33015718,82.05540046,0.773629454,0.872905577,38.46041556,5.746942643,7.82E-08,0.996407789,0.260958147,0.123103291,0.0002,8
sample140,0.279111491,3781,2726080.845,0.696877289,0.471606895,0.099198242,0.532930896,57.30214517,64.17936428,6.59093832,35.07892728,4.768338517,0.554246377,0.656500928,0.087022207,5.165951395,131.9439131,0.946969579,1.337607659,0.075080371,0.475020026,0.71114437,0.33864519,90.26612208,0.662070584,0.884640614,30.46387055,5.050572974,7.26E-08,0.995052522,0.187407753,0.203002511,0.0002,8
sample141,0.280211541,4333,2601262.527,0.695594783,0.9,0.098970215,0.678493758,57.80383677,60.95006303,6.239701542,32.52416645,5.318670959,0.534912273,0.535117533,0.102406854,4.490568407,142.6512634,0.954741358,1.173472534,0.205653605,0.485027426,0.690472234,0.350848991,88.64810526,0.554706739,0.865495006,39.22261236,4.617090475,6.01E-08,1.001367811,0.235645079,0.078728891,0.0003,32
sample142,0.295037132,7688,2967318.645,0.674323529,0.733204522,0.098708204,0.575912812,57.57801337,62.638061,6.553743061,30.64150488,5.539241746,0.540232069,0.599008995,0.197141684,4.594058273,112.095972,0.950142667,1.302919116,0.028643169,0.550025386,0.736749914,0.425484003,69.73654992,0.698797224,0.876282971,31.55817096,4.572683851,1.03E-07,0.997489094,0.218313187,0.21851535,0.0003,32
sample143,0.620718876,670,2860346.752,0.172892666,0.589392782,0.098866505,0.18685313,60.54773953,71.15402454,6.607855975,11.40257186,1.773704615,0.540390862,0.143364958,0.649644452,3.497789931,120.713495,0.964639876,1.185447989,0.200936145,0.770050884,0.855373512,0.748503177,87.16563565,0.16874201,0.858446005,8.477239716,1.15313282,8.13E-08,0.995195498,0.159126115,0.272043623,0.0002,16
sample144,0.448255198,2082,2559156.195,0.367093545,0.777097325,0.098981348,0.424907585,52.79681544,59.54244162,6.384391227,23.21407932,3.446817289,0.535935866,0.419797174,0.44863549,4.381670644,138.6639663,0.947550501,1.046617379,0.09886058,0.623579843,0.743490227,0.535866909,88.95508673,0.322274226,0.86430578,21.4302117,3.989373363,7.66E-08,1.002648006,0.198643932,0.146954967,0.0002,8
sample145,0.7135,500,1182356,0.060072664,0.645095186,0.097832913,0,35.5592,63.8504,6.952679032,9.667092011,0.5,0.543559312,0.062688153,0.792943441,3.597801236,97.65204399,0.961046821,1.79560845,0.498357502,0.784838989,0.761325419,0.91466892,87.72941593,0.108318214,0.864793139,5.842222991,1.168188835,8.55E-08,1.000000902,0.181482085,0.281146068,0.0003,16
sample146,0.483172294,1911,2817687.387,0.297172728,0.691581659,0.099542395,0.332922048,57.88924858,62.43840709,6.452800028,19.17000282,3.141092685,0.527049159,0.313249338,0.436717252,4.352740738,129.8557529,0.945406194,1.22440489,0.295367055,0.629703315,0.702478042,0.574885461,90.57212483,0.400026538,0.870564581,19.24916238,3.924726189,6.97E-08,1.000453491,0.185247418,0.247873925,0.0002,8
sample147,0.215097987,5595,2829779.501,0.761863238,0.3,0.099213948,0.694790867,54.48384705,64.29313031,6.342357962,37.78988417,5.797844307,0.532974769,0.745240106,0.138923477,4.729710674,124.3307585,0.958474082,1.059046671,0.159355758,0.440166732,0.701847319,0.233839739,83.0077437,0.768298859,0.857483347,41.44686604,6.267711866,7.44E-08,1.002143302,0.204411386,0,0.0002,16
sample148,0.53664763,1206,2931985.112,0.15579488,0.679171579,0.098197077,0.361162592,57.15577185,69.20315814,6.533097814,12.35344057,1.709987866,0.547501126,0.327236007,0.494744767,4.324071326,142.2842941,0.960726164,1.049168584,0.194941697,0.665832284,0.711823947,0.664608109,77.46262949,0.115388213,0.878973111,19.49111226,1.020492359,7.43E-08,1.008859573,0.178058196,0.198622033,0.0003,16
sample149,0.2799,4807,2703998.203,0.668980925,0.384916994,0.099859946,0.544526171,61.11480554,63.64379738,6.715566561,33.08100891,5.256830317,0.548814111,0.700849275,0.165712838,4.328574687,129.8724212,0.948411869,1.347225583,0,0.476134982,0.683890226,0.262037088,87.74916421,0.595549557,0.852862722,35.16172614,5.877742946,7.86E-08,0.998801155,0.268333514,0.190326103,0.0002,16
sample150,0.489906391,1999,2746816.339,0.41184558,0.594607004,0.09809484,0.371070703,58.49521644,68.61037618,6.387450226,24.28927814,1.946315248,0.542715493,0.302388589,0.557270122,4.359676893,121.7151446,0.955917692,1.263140881,0.285521769,0.665612852,0.785819179,0.560103708,96.09808206,0.261583376,0.864710541,20.14390612,3.076717094,6.30E-08,1.001918449,0.220103096,0.27851493,0.0002,8
sample151,0.288572096,4255,2987550.46,0.572923454,0.512442566,0.101089253,0.595593112,53.48421863,66.77273459,6.595440603,34.51635703,4.98221202,0.526439645,0.644901594,0.114232971,5.245645905,129.3775452,0.95531012,1.163649826,0,0.517610837,0.772517701,0.333042987,78.24497678,0.541308874,0.878011266,33.64722103,5.198684984,7.18E-08,1.005982195,0.156259159,0,0.0002,8
sample152,0.224901974,7194,2778147.891,0.739490666,0.862881269,0.100159883,0.637485127,62.41397206,65.84059144,6.667592475,42.37802861,5.84856352,0.532530857,0.748935814,0.01337942,5.318935252,116.4568166,0.966146479,1.12806911,0.007649975,0.476468078,0.8593677,0.264631437,82.22198788,0.671264449,0.884947602,33.82917151,5.827751236,8.28E-08,1.005851727,0.186601057,0,0.0002,32
sample153,0.2299,6669,2619430.52,0.57205785,0.361916414,0.099112819,0.71293076,57.03883497,69.1312151,6.531167948,41.9505373,6.498016383,0.558539044,0.781823396,0.060307544,5.446323609,141.2392343,0.947078729,1.156031934,0.159041819,0.451261851,0.91109947,0.296193695,76.48061669,0.65238519,0.87259029,35.33513513,6.300972701,6.00E-08,1.008512488,0.126187704,0.150155124,0.0002,32
sample154,0.331778386,3518,2914918.296,0.595123129,0.696181488,0.099304509,0.556751593,56.81486221,63.64909669,6.674416272,29.99925656,4.891501379,0.541369096,0.614507286,0.368328545,4.981428559,140.7942899,0.937146355,1.118040495,0.363460989,0.505375213,0.631032605,0.414592213,96.3983533,0.551946652,0.857403236,31.77563633,3.78825194,7.23E-08,0.997748508,0.236069539,0.163972872,0.0002,16
sample155,0.359420594,4178,2918543.975,0.532885878,0.493094459,0.099630287,0.484900603,58.59776971,60.68006902,6.402372962,24.42573714,3.982204494,0.535394031,0.530243389,0.260913311,5.120903803,119.4574004,0.956545686,1.432623261,0.164555709,0.554588999,0.704886489,0.486403894,81.17164269,0.620663609,0.870153051,33.8733875,4.751379315,6.84E-08,0.994943448,0.233185631,0.155201813,0.0002,32
sample156,0.389320381,3144,2736438.584,0.472542916,0.545427862,0.099787726,0.57206983,59.83119081,62.51059172,6.69360515,26.79436549,5.040329422,0.543914944,0.490220812,0.286380001,4.087300423,135.0711648,0.951323601,1.267526001,0.168955936,0.579959049,0.723009663,0.536374605,77.76541894,0.499037404,0.879512267,25.34613277,2.838085316,7.66E-08,1.002828364,0.194613757,0.091449262,0.0003,16
sample157,0.283889675,4794,2760344.06,0.605218814,0.529112414,0.098895572,0.645517763,56.76967356,65.54351008,6.631649084,28.29868381,4.764335199,0.523964095,0.727519272,0.241634212,5.013827199,131.9747146,0.951977146,1.389555505,0.092039473,0.484052104,0.680641275,0.334506635,91.48795616,0.584973849,0.897645304,34.7745764,5.855647087,8.81E-08,0.999767976,0.183356325,0.11081418,0.0002,16
sample158,0.540792003,1044,2880524.108,0.172389727,0.592357321,0.097802784,0.269167555,57.70200372,67.86668415,6.44134144,17.19237687,2.086208439,0.533290266,0.359078956,0.590458104,3.55792555,119.3860787,0.950529085,0.916460044,0.095731347,0.647080237,0.713063419,0.659421145,85.74476281,0.197235425,0.881280694,8.898755169,2.813964808,6.87E-08,0.997925266,0.181939523,0.268421302,0.0002,16
sample159,0.544754964,1949,2603595.847,0.237052696,0.361713994,0.098003467,0.167760017,54.64194391,69.71616992,6.6336367,20.07171126,2.157589837,0.5280984,0.314460776,0.643107632,3.748323104,111.8263561,0.95549524,1.040945066,0.202143078,0.689009359,0.844059673,0.68506902,85.01657156,0.317022203,0.871729774,19.27181025,1.807873034,8.57E-08,0.999391606,0.195324281,0.280614448,0.0002,16
sample160,0.605258394,1238,3035859.521,0.06218624,0.582353182,0.098535358,0.188251954,57.85374384,62.88633032,6.872001067,8.881715666,1.423689661,0.545784075,0.188042606,0.580416042,3.1821255,123.0951594,0.943513002,1.116681903,0.247633996,0.71615539,0.688093764,0.759090904,88.78605355,0.168550026,0.875727634,10.64411563,2.178136152,5.66E-08,0.999000434,0.128649313,0.391305114,0.0003,32
sample161,0.670595357,500,2879689,0.121170409,0.419419835,0.097802784,0.044511523,57.6452,66.3978,6.369762344,5.210618495,1.258057387,0.534579237,0.018850656,0.681832171,3.227452839,166.4913299,0.944151872,1.151835712,0.283254677,0.765943637,0.81240437,0.883181857,86.28346513,0.088855517,0.87285604,10.0746604,0.605942649,6.90E-08,1.000000925,0.25014823,0.338122772,0.0002,8
sample162,0.677656312,500,2573528.412,0.036775077,0.482591675,0.097802784,0.062295733,60.17852179,59.6458995,6.538847898,6.255619142,1.615389522,0.527322793,0.088507012,0.620657885,3.845673271,128.9010518,0.945207885,0.859309739,0.498539999,0.769162908,0.77250546,0.863224552,78.35754811,0.083776622,0.865597479,5,1.239566049,7.88E-08,1.001207047,0.139507754,0.372879711,0.0002,16
sample163,0.542269475,1613,2827316.175,0.247840747,0.606571555,0.098380753,0.3681627,54.3658976,63.86428966,6.516915466,21.3336243,2.40628253,0.546683812,0.219116384,0.462505148,3.984260512,133.2106018,0.949783557,1.114688259,0.220579202,0.67578003,0.738678536,0.693341399,75.88709309,0.173733265,0.882266614,17.0823596,2.704361892,7.04E-08,1.003875618,0.237093733,0.327739189,0.0003,16
sample164,0.690115669,617,2821701.363,0.062655179,0.629952483,0.098483567,0.146107454,59.48967271,65.38695901,6.67678193,5,0.764247318,0.534013545,0.056345026,0.797894956,3.460026298,139.5445751,0.951016093,0.938204732,0.264423298,0.839285975,0.735212442,0.835260427,102.405922,0,0.864796631,5,0.815297684,6.24E-08,1.007814865,0.185163729,0.471266963,0.0003,32
sample165,0.221111865,7161,2851026.27,0.79988039,0.563921398,0.099810485,0.640429933,59.07005019,61.67293157,6.53002333,42.30890804,5.984758187,0.549069944,0.81440076,0.043557246,5.332815035,124.0026818,0.954262461,1.223676792,0.071977758,0.446175042,0.755131372,0.317980402,78.37857634,0.695385503,0.871651823,43.19789046,6.61151609,8.26E-08,1.001885374,0.25491269,0.119279732,0.0002,8
sample166,0.490682267,2125,3059442.36,0.262591733,0.4589487,0.098682939,0.404556189,54.31913652,69.66396452,6.811819577,20.93450579,2.931288902,0.531954849,0.291783866,0.503140704,4.107096526,124.5557163,0.934133903,1.089000434,0.147241615,0.634948851,0.799383096,0.666360184,93.43013644,0.285697355,0.878590486,20.99814547,2.422954562,7.34E-08,0.991731776,0.194146436,0.268437633,0.0003,8
sample167,0.7024,500,1179489,0.046779175,0.561609941,0.09817086,0.080424068,35.9368,62.9964,6.831023589,8.342009473,1.541532183,0.53243333,0,0.831891378,3.550224983,117.1509215,0.960362519,1.752977449,0.22381228,0.782082516,0.67649721,0.861170258,83.04467465,0.059682629,0.875202047,6.381037173,1.013193384,8.50E-08,1.000000901,0.264190132,0.245237261,0.0003,16
sample168,0.662512463,1111,2903976,0.032040297,0.628817241,0.098806204,0,56.82376475,68.40608122,6.49661525,8.57496387,1.435555312,0.562208972,0.074163512,0.717462497,3.165903042,144.4585477,0.943880325,1.203828742,0.472610435,0.767312572,0.75002879,0.816140803,94.88847926,0.135835651,0.870231804,5,1.394726337,7.31E-08,1.00000092,0.128101002,0.18746976,0.0002,8
sample169,0.666286854,745,2997607,0,0.52552841,0.09809764,0.145878212,61.84790875,69.19271563,5.790015307,5,2.009930544,0.563239728,0.134590439,0.719322853,3.481988199,216.7949984,0.944387536,1.118755946,0.513956466,0.751638446,0.705692327,0.807431882,100.1920244,0,0.872969774,5.54865159,0.831784329,6.98E-08,1.000000924,0.264188639,0.351699453,0.0002,8
sample170,0.354532939,2919,2516544.953,0.576279722,0.580435384,0.099918775,0.446996137,59.86546277,69.96957727,6.281987364,27.25125424,4.678816318,0.526512869,0.534772522,0.31386402,4.93297793,109.7375948,0.949912259,1.329367011,0.133081919,0.518045232,0.679231631,0.372636593,78.8591621,0.400165382,0.860534132,30.30383313,3.768529017,8.36E-08,0.996971981,0.216047009,0,0.0002,16
sample171,0.448078824,1762,2409357.833,0.353487726,0.444320297,0.098108258,0.335498263,52.66383738,62.27231615,6.777187383,24.2724589,4.337305088,0.544350327,0.399632878,0.45480165,4.354247888,143.71981,0.957554628,1.289599657,0.321608053,0.603749997,0.709463764,0.542900042,76.68836692,0.32023632,0.856449804,24.45980556,3.444089314,8.40E-08,0.998472788,0.20024614,0.136920079,0.0002,8
sample172,0.511119161,1351,2712808.751,0.233661828,0.804577741,0.098040927,0.195734655,58.81283565,62.35637887,6.291007953,20.35891751,2.331128185,0.539641494,0.374157325,0.556713573,3.654599989,123.3490522,0.952363062,1.183927919,0.251956959,0.655423763,0.833381447,0.643227163,77.79049951,0.324361068,0.876526223,18.14729601,2.669425977,7.75E-08,0.994009303,0.216868288,0.129588332,0.0002,16
sample173,0.267780221,5781,2714115.516,0.770181952,0.428533143,0.100730165,0.609297499,55.84023904,61.56443355,6.828094111,35.71219268,6.028856133,0.536807167,0.677420419,0.062112064,4.361547831,114.326439,0.94850599,1.282625656,0,0.463766748,0.837749631,0.322515276,96.80770423,0.674746589,0.852191784,36.46625531,4.996737003,5.98E-08,1.00301467,0.137155156,0.042335321,0.0003,16
sample174,0.296570516,3875,2851679.948,0.582422341,0.722714346,0.099403084,0.680219836,57.77129034,67.50859559,6.626408281,31.10589569,4.598219157,0.544776062,0.652485825,0.173172302,4.3469067,146.717503,0.946258764,1.701185513,0.164126168,0.523851997,0.847848704,0.397940921,85.91692512,0.701363968,0.89305306,31.85292031,4.967712271,7.87E-08,0.986066131,0.24961107,0.050527736,0.0002,16
sample175,0.2501,6977,2900497.492,0.714135674,0.797312251,0.099372494,0.696411273,58.60176272,66.72202074,6.694070472,35.18149863,5.722286385,0.544742319,0.719482297,0.087879654,4.862574297,130.8777059,0.955712304,1.256679841,0.148258656,0.489121875,0.773525757,0.267321033,80.03984983,0.566616117,0.857084621,38.64315538,4.742475891,8.28E-08,0.990908694,0.117269775,0.113145613,0.0002,32
sample176,0.375466003,1982,2827268.646,0.463036399,0.391519764,0.099261698,0.426161709,57.74134872,70.53517143,6.298921425,32.58436739,3.417741317,0.538245448,0.495565794,0.30614735,4.485180474,125.1862434,0.957868337,1.287847313,0.015476767,0.565908912,0.683347741,0.485891355,67.55794791,0.473585779,0.86975246,22.5313005,4.441656163,7.16E-08,0.999975296,0.223484769,0.107794252,0.0002,8
sample177,0.366379567,3428,3239777.043,0.57495505,0.560473195,0.098512982,0.490617232,57.67028663,63.33104727,6.61322438,30.83321517,3.95080189,0.520653376,0.591989188,0.313778733,4.403025457,127.975701,0.945509477,1.368927145,0.064911787,0.546663264,0.804732393,0.424733686,80.93212437,0.560781746,0.867100699,23.89926841,4.101156737,7.27E-08,1.007145673,0.221828636,0,0.0003,32
sample178,0.29342307,6282,2738087.746,0.627031356,0.322695961,0.100518511,0.684326031,50.45824537,65.61365035,6.042870982,34.18928113,4.719688336,0.556507924,0.475771385,0.226569187,4.62629823,109.7795352,0.947121346,1.21152817,0.071919331,0.516019795,0.805637382,0.315132318,87.50505474,0.701349857,0.862194244,35.70701701,5.217317732,8.09E-08,1.001463611,0.201575742,0.133426982,0.0003,32
sample179,0.669527133,970,1309168,0.015096212,0.67808487,0.097802784,0.053244968,27.89896632,61.98532844,6.771530019,5.145469057,0.709998326,0.530755811,0.010832163,0.674811054,3.907804602,61.16300434,0.964989178,2.221778675,0.210044666,0.801122298,0.816670007,0.868672896,78.60453343,0.068299385,0.871505794,7.50126293,1.011639294,9.06E-08,1.000000888,0.207463633,0.445604725,0.0002,8
sample180,0.39143193,2510,2634779.103,0.494556182,0.726845457,0.099138337,0.481574277,54.9461993,68.7435711,6.383093471,28.87813569,4.24609171,0.527181966,0.46879967,0.422475244,4.104811862,105.8063117,0.927418281,1.101844309,0.028929349,0.590461704,0.915457216,0.420052465,83.1613675,0.523973548,0.868323352,23.62772815,4.194338071,7.41E-08,1.006708572,0.19665019,0.089421328,0.0003,16
sample181,0.326888294,4232,2836724.041,0.495169348,0.654819679,0.100564867,0.563657501,57.26819356,62.5474976,6.5400917,31.73413202,5.709492281,0.536522365,0.497629249,0.232033483,5.233467,130.8700038,0.957939854,1.538759774,0.094339175,0.533863697,0.92358457,0.439357978,81.53593019,0.596820824,0.866634032,32.93994936,4.802843502,4.81E-08,1.007648465,0.149958364,0,0.0003,8
sample182,0.411667306,3105,2985062.27,0.424599909,0.487218236,0.099731922,0.453322469,58.919061,64.88508942,6.734464386,22.63610872,3.849895913,0.542801257,0.443737782,0.339024549,4.219605846,112.2710469,0.95601646,1.231043334,0.127434475,0.600869409,0.543950311,0.477258249,81.77117543,0.576877756,0.875991683,29.82597939,2.169781351,7.02E-08,1.000277642,0.212345116,0.163060346,0.0002,8
sample183,0.528558861,1939,2937451.668,0.314751492,0.530023015,0.098554745,0.223293403,56.88529763,63.46572949,6.876039034,10.27000153,2.495814277,0.535297726,0.25451311,0.582774937,3.863331524,128.3339422,0.939434866,1.235789615,0.355248819,0.666834593,0.767306448,0.701632985,71.84342181,0.213779877,0.869976992,13.76611825,3.098523022,6.77E-08,0.995033072,0.228618868,0.141741972,0.0003,32
sample184,0.331361732,5964,2394078.395,0.638236288,0.9,0.09887637,0.477863666,54.81998692,65.10965672,6.772792238,34.29528714,4.98302198,0.525017471,0.572365804,0.221809655,4.451073802,117.9197646,0.93199778,1.41552304,0.173858369,0.571760969,0.79380922,0.373160106,88.01133411,0.553543559,0.878379479,30.33449509,4.725913625,7.75E-08,0.998432384,0.238980717,0.165032213,0.0002,8
sample185,0.214323675,7493,2862503.524,0.716999251,0.9,0.099786563,0.79651655,54.20632645,66.29354794,6.524770954,37.26160923,6.29928075,0.551068564,0.827810279,0.034113141,4.32145915,127.157625,0.922129708,1.162599291,0.07265255,0.413863797,0.842949262,0.244552462,82.77745986,0.666741811,0.871129454,40.21348427,6.069666459,9.53E-08,0.984972709,0.278350986,0,0.0003,32
sample186,0.7013,766,1154057,0,0.606686814,0.097858048,0,36.18654924,60.55564452,6.911318324,8.319674987,0.928039858,0.534038041,0.018348597,0.79232405,3.528358319,88.01762385,0.959554342,1.673429652,0.204111299,0.849194643,0.740059228,0.919613661,70.28764179,0,0.87260486,5,0.5,9.00E-08,1.000000897,0.189238299,0.494530761,0.0003,16
sample187,0.288718651,6978,2654585.648,0.592511752,0.611883904,0.099037583,0.706433184,61.48221881,60.99003895,6.674105817,30.70080338,4.862218162,0.551868378,0.631740596,0.230984226,4.928864691,114.9704042,0.954686575,1.030065464,0.100415837,0.497474604,0.629028233,0.331920963,82.1324315,0.692590909,0.862297257,26.46218082,5.085631299,6.49E-08,1.000894084,0.177913501,0.202703885,0.0003,32
sample188,0.398765019,4153,2725322.002,0.449699241,0.736113724,0.098881112,0.433866984,56.28117984,66.04822447,6.815603948,19.96544625,4.204801045,0.54525367,0.408874439,0.334230005,4.829643263,106.7865627,0.954711068,1.091939006,0.001144136,0.591099107,0.741516242,0.425287732,82.10875063,0.392839305,0.883684106,33.1874961,4.234354379,8.21E-08,0.999596901,0.212556486,0.270735167,0.0002,32
sample189,0.675603299,739,2588898.976,0.113223958,0.476713039,0.097802784,0,61.03259392,63.5221677,6.509040848,5.00635516,1.348329454,0.538395832,0.117506988,0.729754463,3.409141391,139.0382199,0.945800683,1.075021123,0.467602299,0.779597429,0.771859329,0.832973125,87.2329276,0.05414512,0.877085921,12.27650462,0.639316739,7.10E-08,0.99331357,0.126171895,0.388671368,0.0002,32
sample190,0.237331379,8186,3044627.654,0.686473449,0.848562063,0.10088676,0.712654521,58.25625714,60.65473164,6.713291303,41.44700365,6.42910455,0.53668064,0.788863497,0.073924251,4.395215966,125.7297199,0.944351232,1.046184679,0.055870974,0.446427705,0.826283787,0.260481912,83.70558703,0.561060483,0.888283107,38.25586811,4.794782199,7.94E-08,0.992637582,0.117787033,0.003967718,0.0003,16
sample191,0.655934334,860,2843819.027,0.102735654,0.555202301,0.09841983,0.140143407,59.50681173,67.17897947,6.900687515,9.681315561,1.592378685,0.535248494,0,0.669033101,3.92510767,140.303181,0.948177863,1.135684119,0.400836975,0.758240965,0.672032101,0.828040935,90.92212532,0.157684242,0.865470298,10.1524552,1.58420636,7.74E-08,0.994389636,0.196722044,0.168938545,0.0002,16
sample192,0.563123083,682,2878564.364,0.296717389,0.609618013,0.097951078,0.264820032,56.07253785,60.87980414,6.443975351,13.08210312,1.159180561,0.534297216,0.345561945,0.578738882,4.000688615,101.6411308,0.94984691,1.172209493,0.243546185,0.668427074,0.750064724,0.685969857,77.5432033,0.215974843,0.861935321,18.34562007,2.715718562,6.52E-08,1.002205444,0.206961865,0.29443843,0.0002,8
sample193,0.624522137,1427,2363148.253,0.096128906,0.631486036,0.097802784,0.135987426,58.91193583,62.2483951,6.746653633,11.34164176,1.654989553,0.530493459,0.246428745,0.721349745,3.601135372,152.6558726,0.950011392,1.257760456,0.207373216,0.736430016,0.767070625,0.839882,93.05152838,0.056892968,0.883654268,8.666696144,0.5,7.77E-08,0.997886781,0.269155311,0.198459505,0.0002,32
sample194,0.663758724,623,2979266,0.16192703,0.632991812,0.097802784,0,58.8442,69.8048,6.597855519,10.730868,1.344259935,0.554417345,0.073348981,0.875184931,3.15572125,168.892002,0.942633218,1.186264747,0.374544738,0.76089801,0.648959476,0.876927537,118.919416,0.106772331,0.869594239,6.133961234,0.669715504,6.59E-08,1.000000927,0.10333331,0.290417256,0.0002,8
sample195,0.370650264,2418,2422631.851,0.457230272,0.731206279,0.098765769,0.474341195,60.99314838,66.77053687,6.68176371,25.9337752,4.886056921,0.542993963,0.597378524,0.296184408,4.250660864,130.2455474,0.939824855,1.023919015,0,0.577683629,0.648222437,0.479098508,85.42951665,0.425786565,0.866075056,29.00205775,4.411167819,6.25E-08,1.009466764,0.177383814,0.135884009,0.0002,8
sample196,0.275711273,4516,2868319.013,0.588715043,0.9,0.098889536,0.643346178,57.67376425,65.06335605,6.762616698,29.26975333,5.262222676,0.536027938,0.639041127,0.197496368,4.365144816,114.1826975,0.952406495,1.108136488,0.028009736,0.511703961,0.795441851,0.287312005,86.38729648,0.608547819,0.865440302,31.1328305,4.943075963,5.43E-08,0.992984842,0.263709233,0.106593954,0.0002,32
sample197,0.465173599,2556,2797118.428,0.4588896,0.735143617,0.098727617,0.402517663,54.16249981,64.76955421,6.41292883,21.47720097,3.930660463,0.534510991,0.333902861,0.430221105,3.966570401,135.7619849,0.937380109,1.16090549,0.147304047,0.618931102,0.847885791,0.587506392,88.59536806,0.35105415,0.878306574,20.28976199,3.503656975,6.91E-08,1.003369268,0.20027015,0.237740515,0.0003,32
sample198,0.232585882,7790,2765211.811,0.642770582,0.762756528,0.100403474,0.602500619,56.30671372,56.01016005,6.58416799,38.4698266,5.422617221,0.530374534,0.755541968,0.030582927,4.889290997,107.1615129,0.946640864,0.924791917,0.006892193,0.477411615,0.779209462,0.296494895,96.38445342,0.72161681,0.860566324,34.04453252,5.781748871,8.14E-08,1.007022377,0.204069771,0.06076546,0.0003,32
sample199,0.66493377,684,2846722,0.098306165,0.62886107,0.097802784,0.041697631,57.4438,65.3464,6.113691073,9.184086352,1.003665578,0.541812873,0.041538879,0.712457382,3.501390104,166.4855851,0.94501587,1.137570982,0.321650111,0.774416413,0.757919654,0.871055633,87.26587882,0.187106756,0.876971561,5,1.323809653,6.79E-08,1.000000925,0.203210525,0.204238827,0.0002,8
sample200,0.412201131,3817,2804898.59,0.462966941,0.769522066,0.099428902,0.417473873,54.5372997,63.53800123,6.488743368,27.6246362,3.632427764,0.549853596,0.446451467,0.339210199,4.183473531,128.925256,0.942836818,1.183566557,0.0083451,0.599401164,0.851301237,0.475422605,98.33030249,0.419879041,0.868305772,29.08377576,3.789038652,8.21E-08,0.996781564,0.200833693,0.238872868,0.0002,16
sample201,0.662767931,541,2737749.496,0,0.604891299,0.099223482,0.027236397,56.55815291,59.62807045,6.388390493,11.28782267,1.126020266,0.543579326,0.032367229,0.580915625,3.723791791,133.8313402,0.949430826,1.163830089,0.52186554,0.828312919,0.706352658,0.857296647,82.99129843,0.095690998,0.883675355,11.12131789,0.590651231,7.68E-08,1.004677057,0.250020988,0.362372235,0.0002,32
sample202,0.345573376,3308,2684989.064,0.581020166,0.728745989,0.098040282,0.55527625,54.83202007,60.23058414,6.907130552,25.19225124,4.718078651,0.541536537,0.620333112,0.32882655,4.288889985,127.2498855,0.935915917,1.183411134,0,0.522430065,0.646491232,0.450960515,94.60759261,0.507262421,0.865405901,33.98382564,6.006589607,5.61E-08,0.995552125,0.243649122,0.078653987,0.0003,8
sample203,0.27881778,5843,2925166.37,0.61151285,0.398127166,0.098300478,0.738855898,55.40484386,64.07380522,6.467622214,27.70563801,5.721097497,0.552349297,0.630408741,0.137471976,5.217843565,136.7600079,0.956524579,1.040287535,0,0.513424338,0.759577633,0.349526082,78.61429065,0.585727964,0.855089042,31.6391877,4.899736208,5.67E-08,0.99240767,0.185692513,0.262503601,0.0003,32
sample204,0.239573672,7070,2993427.786,0.768764067,0.570407623,0.099369781,0.786676488,57.49690134,71.43696246,6.420959554,36.96038541,5.470773124,0.539081456,0.558412088,0.049155491,5.21840545,115.1795866,0.956294131,0.620649241,0.180532659,0.412543533,0.825553996,0.269100509,82.07450317,0.659982152,0.874026588,37.54910405,5.613676205,8.35E-08,0.988368229,0.142413469,0.125120977,0.0002,8
sample205,0.320770562,5234,2739536.062,0.550588302,0.71221201,0.099853968,0.651858222,56.36197515,59.85167881,6.721533736,33.93221757,4.935084393,0.545057551,0.64440474,0.302844405,4.755159382,139.4293684,0.936100543,1.194294667,0.279203967,0.509338479,0.838464188,0.338206977,84.95583644,0.426618613,0.87684525,33.22407268,5.104234828,9.18E-08,0.998082047,0.254604862,0.125119333,0.0002,32
